O,H,L,C,n_trades,rv,V_rv,V_GK,V_CC
751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0
30.37633821571238,30.90849533954727,29.87178428761651,30.384580559254328,52228.95739014647,0.0005608325907084337,0.0010480712775561812,0.0010557469261473435,0.0010973573871252847
8.129000810275368,8.209197354165932,8.042439655482209,8.133720550307931,28799.602352315826,0.0006188546681267696,0.004031447206868429,0.004001607392235865,0.004245028471996102
18.08,18.985,17.665,18.15,16796.0,8.428439637034378e-05,9.195174130161623e-05,2.610326845478106e-05,0.0
22.69,23.3,22.33,22.715,33736.0,0.00026311901386360246,0.0003050302823486449,0.0002612147581900141,5.606504027903439e-05
30.34,30.78,30.0,30.31,43234.0,0.00037699662573087965,0.00047120205843435354,0.0004469659207124058,0.0002733950151248933
36.075,36.6225,35.5075,36.025,61041.0,0.0005962668114959969,0.0007848328441714637,0.0008125145990298051,0.0008660057645265476
50.8,51.27,50.19,50.79,286733.0,0.007124812963269169,0.08345423847318961,0.08276083657469263,0.09239137041626837
